Record Number,LandGroupLU,PointID,Date,Temperature,Wind,Sky,StartTime,EndTime
95,BA,3921,5/21/2008,17,0,1,7:19:00 AM,7:31:00 AM
226,BA,3932,5/22/2008,18,0,1,7:42:00 AM,7:54:00 AM
108,BA,3971,5/29/2008,22,0,1,6:27:00 AM,6:39:00 AM
225,BA,3983,5/22/2008,18,0,1,6:53:00 AM,7:05:00 AM
223,BA,3988,5/22/2008,15,0,1,5:13:00 AM,5:25:00 AM
261,BA,4000,5/29/2008,21,0,0,6:03:00 AM,6:14:00 AM
206,BA,4001,5/21/2008,20,0,0,5:45:00 AM,5:57:00 AM
113,BA,4003,5/22/2008,14,0,1,5:50:00 AM,6:02:00 AM
173,BA,4015,5/23/2008,22,0,1,8:34:00 AM,8:46:00 AM
172,BA,4016,5/23/2008,22,1,2,8:58:00 AM,9:10:00 AM
252,BA,4027,5/26/2008,16,0,0,6:04:00 AM,6:15:00 AM
207,BA,4029,5/21/2008,20,0,1,6:20:00 AM,6:32:00 AM
112,BA,4032,5/22/2008,14,0,1,5:24:00 AM,5:36:00 AM
175,BA,4044,5/23/2008,21,0,1,7:28:00 AM,7:40:00 AM
174,BA,4045,5/23/2008,21,0,1,7:58:00 AM,8:10:00 AM
93,BA,4048,6/2/2008,23,0,0,5:42:00 AM,5:54:00 AM
260,BA,4049,5/29/2008,27,0,1,9:00:00 AM,9:12:00 AM
99,BA,4055,5/26/2008,16,0,0,6:39:00 AM,6:51:00 AM
208,BA,4057,5/21/2008,20,0,1,7:00:00 AM,7:12:00 AM
224,BA,4071,5/22/2008,16,0,1,6:19:00 AM,6:31:00 AM
94,BA,4076,6/2/2008,22,0,0,6:07:00 AM,6:19:00 AM
210,BA,4079,5/21/2008,22,0,0,9:47:00 AM,9:59:00 AM
209,BA,4086,5/21/2008,20,0,1,8:16:00 AM,8:28:00 AM
100,BA,4106,5/26/2008,18,0,1,8:57:00 AM,9:09:00 AM
259,BA,4117,5/29/2008,23,0,1,7:13:00 AM,7:24:00 AM
253,BA,4132,5/26/2008,23,0,1,8:33:00 AM,8:44:00 AM
97,BA,4137,5/21/2008,21,0,1,8:44:00 AM,8:56:00 AM
262,BA,4161,5/26/2008,24,0,1,9:32:00 AM,9:43:00 AM
96,BA,4166,5/21/2008,19,0,1,8:17:00 AM,8:29:00 AM
98,BA,4191,5/21/2008,26,0,1,10:03:00 AM,10:15:00 AM
231,BA,4208,5/28/2008,25,2,0,9:15:00 AM,9:27:00 AM
247,BA,4211,5/28/2008,23,1,0,7:42:00 AM,7:54:00 AM
254,BA,4222,5/28/2008,27,0,0,9:14:00 AM,9:25:00 AM
105,BA,4227,5/28/2008,22,0,0,6:52:00 AM,7:04:00 AM
264,BA,4228,5/28/2008,24,0,0,7:27:00 AM,7:38:00 AM
284,BA,4236,5/27/2008,15,0,0,6:00:00 AM,6:12:00 AM
171,BA,4246,5/28/2008,26,1,0,10:16:00 AM,10:28:00 AM
230,BA,4248,5/28/2008,24,1,0,8:36:00 AM,8:48:00 AM
89,BA,4269,5/31/2008,25,0,0,8:12:00 AM,8:24:00 AM
87,BA,4270,5/31/2008,24,0,0,7:40:00 AM,7:52:00 AM
215,BA,4289,5/19/2008,15,0,0,6:23:00 AM,6:35:00 AM
214,BA,4290,5/19/2008,16,0,0,6:52:00 AM,7:04:00 AM
213,BA,4291,5/19/2008,16,0,0,7:29:00 AM,7:41:00 AM
248,BA,4301,5/28/2008,23,1,0,8:08:00 AM,8:20:00 AM
232,BA,4314,5/30/2008,24,1,0,9:02:00 AM,9:14:00 AM
107,BA,4326,5/28/2008,26,0,0,8:16:00 AM,8:28:00 AM
263,BA,4333,5/28/2008,18,1,1,6:00:00 AM,6:12:00 AM
212,BA,4339,5/19/2008,18,0,0,8:05:00 AM,8:17:00 AM
104,BA,4343,5/28/2008,20,0,0,5:24:00 AM,5:36:00 AM
246,BA,4349,5/28/2008,20,1,0,6:59:00 AM,7:11:00 AM
106,BA,4369,5/28/2008,31,2,0,9:58:00 AM,10:10:00 AM
103,BA,4386,5/27/2008,20,0,0,6:50:00 AM,7:02:00 AM
211,BA,4387,5/19/2008,20,0,0,8:38:00 AM,8:50:00 AM
216,BA,4393,5/19/2008,23,0,0,10:05:00 AM,10:17:00 AM
234,BA,4409,5/30/2008,20,0,0,7:17:00 AM,7:29:00 AM
102,BA,4425,5/27/2008,20,0,0,7:52:00 AM,8:04:00 AM
250,BA,4429,5/27/2008,18.5,0,0,7:19:00 AM,7:30:00 AM
101,BA,4476,5/27/2008,28,0,0,9:40:00 AM,9:52:00 AM
244,BA,4484,5/28/2008,20,1,0,5:57:00 AM,6:09:00 AM
245,BA,4485,5/28/2008,21,1,0,6:25:00 AM,6:37:00 AM
251,BA,4499,5/27/2008,25,0,0,8:29:00 AM,8:40:00 AM
85,BA,4506,5/30/2008,27,0,0,10:19:00 AM,10:31:00 AM
256,BA,4538,5/30/2008,20,0,0,6:42:00 AM,6:53:00 AM
83,BA,4539,5/30/2008,21,0,0,7:32:00 AM,7:44:00 AM
243,BA,4548,5/28/2008,19,2,0,5:25:00 AM,5:37:00 AM
86,BA,4554,5/31/2008,26,0,0,8:55:00 AM,9:07:00 AM
91,BA,4556,5/31/2008,24,0,0,6:32:00 AM,6:44:00 AM
90,BA,4557,5/21/2008,23,0,0,5:58:00 AM,6:10:00 AM
88,BA,4559,5/31/2008,24,0,0,5:27:00 AM,5:39:00 AM
258,BA,4569,5/30/2008,26,0,0,9:39:00 AM,9:50:00 AM
237,BA,4577,5/29/2008,19,0,1,5:23:00 AM,5:35:00 AM
255,BA,4595,5/30/2008,18,0,0,5:32:00 AM,5:43:00 AM
111,BA,4614,5/30/2008,19,0,0,5:55:00 AM,6:07:00 AM
257,BA,4615,5/30/2008,23,0,0,8:07:00 AM,8:18:00 AM
233,BA,4626,5/30/2008,21,0,0,7:56:00 AM,8:08:00 AM
238,BA,4635,5/28/2008,21,0,1,6:04:00 AM,6:16:00 AM
242,BA,4638,5/28/2008,26,2,1,10:20:00 AM,10:32:00 AM
235,BA,4641,5/30/2008,19,0,1,6:15:00 AM,6:27:00 AM
84,BA,4665,5/30/2008,26,0,0,8:50:00 AM,9:02:00 AM
239,BA,4673,5/28/2008,21,1,1,6:51:00 AM,7:03:00 AM
240,BA,4684,5/28/2008,22,1,1,7:26:00 AM,7:34:00 AM
241,BA,4685,5/28/2008,23,1,1,8:28:00 AM,8:40:00 AM
92,BA,4687,6/2/2008,24,0,0,7:44:00 AM,7:56:00 AM
236,BA,4694,5/30/2008,18,0,1,5:22:00 AM,5:34:00 AM
266,BA,4713,6/2/2008,20,0,1,6:26:00 AM,6:37:00 AM
268,BA,4720,6/2/2008,23,0,0,8:19:00 AM,8:30:00 AM
4,BA,4727,6/2/2008,20,0,0,5:55:00 AM,6:07:00 AM
265,BA,4727,6/2/2008,20,0,1,5:53:00 AM,6:04:00 AM
267,BA,4733,6/2/2008,22,0,0,7:35:00 AM,7:46:00 AM
80,SS,4762,6/9/2008,23,0,0,6:22:00 AM,6:34:00 AM
79,SS,4763,6/9/2008,24,0,0,6:45:00 AM,6:57:00 AM
81,SS,4772,6/9/2008,22,0,0,5:54:00 AM,6:06:00 AM
75,SS,4778,6/9/2008,31,0,0,9:25:00 AM,9:37:00 AM
78,SS,4787,6/9/2008,27,0,0,7:11:00 AM,7:23:00 AM
76,SS,4790,6/9/2008,27,0,0,8:54:00 AM,9:06:00 AM
274,SS,4808,6/9/2008,24,0,0,6:43:00 AM,6:54:00 AM
271,SS,4812,6/3/2008,26,0,0,7:52:00 AM,8:03:00 AM
272,SS,4813,6/3/2008,29,0,0,8:45:00 AM,8:56:00 AM
77,SS,4818,6/9/2008,29,0,0,8:08:00 AM,8:20:00 AM
270,SS,4826,6/3/2008,25,0,0,7:26:00 AM,7:37:00 AM
275,SS,4835,6/9/2008,24.5,0,0,7:27:00 AM,7:38:00 AM
9,SS,4850,6/9/2008,21,0,0,6:39:00 AM,6:51:00 AM
269,SS,4857,6/3/2008,22,0,0,6:20:00 AM,6:31:00 AM
273,SS,4861,6/9/2008,23,0,0,5:34:00 AM,5:45:00 AM
10,SS,4906,6/9/2008,23,0,0,7:45:00 AM,7:57:00 AM
11,SS,4918,6/9/2008,29,0,0,8:34:00 AM,8:46:00 AM
8,SS,4947,6/9/2008,21,0,0,5:41:00 AM,5:53:00 AM
7,SS,4965,6/3/2008,25,0,0,7:33:00 AM,7:45:00 AM
5,SS,4990,6/3/2008,24,0,4,5:37:00 AM,5:49:00 AM
82,SS,4991,6/3/2008,24,0,0,7:00:00 AM,7:11:00 AM
74,SS,4997,6/3/2008,20,0,0,6:00:00 AM,6:12:00 AM
6,SS,5004,6/3/2008,21.5,0,0,6:31:00 AM,6:43:00 AM
195,PE,5031,6/19/2008,16,0,0,6:53:00 AM,7:05:00 AM
196,PE,5033,6/19/2008,18,0,0,7:26:00 AM,7:38:00 AM
197,PE,5048,6/19/2008,20,1,0,9:05:00 AM,9:17:00 AM
296,PE,5050,6/19/2008,21,0,1,8:28:00 AM,8:40:00 AM
298,PE,5054,6/19/2008,16,0,0,6:50:00 AM,7:02:00 AM
285,PE,5055,6/19/2008,19.5,0,1,7:40:00 AM,7:52:00 AM
191,PE,5073,6/18/2008,21,0,1,6:45:00 AM,6:57:00 AM
190,PE,5075,6/18/2008,20,0,1,5:50:00 AM,6:02:00 AM
192,PE,5076,6/18/2008,20,0,1,6:15:00 AM,6:27:00 AM
297,PE,5077,6/18/2008,27,2,1,9:03:00 AM,9:15:00 AM
287,PE,5078,6/18/2008,29.5,2,0,9:49:00 AM,10:01:00 AM
194,PE,5079,6/18/2008,31,1,0,9:54:00 AM,10:06:00 AM
193,PE,5080,6/18/2008,30,1,0,10:19:00 AM,10:31:00 AM
61,PE,5091,6/19/2008,15,0,0,6:50:00 AM,7:02:00 AM
33,PE,5095,6/18/2008,24,0,0,8:57:00 AM,9:09:00 AM
188,PE,5100,6/17/2008,24,0,0,7:54:00 AM,8:06:00 AM
189,PE,5110,6/17/2008,30,1,0,8:53:00 AM,9:05:00 AM
30,PE,5113,6/18/2008,15.5,0,0,7:03:00 AM,7:15:00 AM
29,PE,5138,6/17/2008,27,1,0,10:21:00 AM,10:33:00 AM
31,PE,5141,6/18/2008,22.5,0,0,7:22:00 AM,7:34:00 AM
23,PE,5146,6/16/2008,27,1,2,8:41:00 AM,8:53:00 AM
32,PE,5149,6/18/2008,25,2,2,7:56:00 AM,8:08:00 AM
27,PE,5153,6/17/2008,27.5,0,0,8:48:00 AM,9:00:00 AM
28,PE,5154,6/17/2008,34,1,0,9:24:00 AM,9:36:00 AM
26,PE,5157,6/17/2008,25.5,0,0,8:09:00 AM,8:21:00 AM
25,PE,5158,6/17/2008,22.5,0,0,7:30:00 AM,7:42:00 AM
24,PE,5185,6/17/2008,20,0,0,6:21:00 AM,6:33:00 AM
21,PE,5202,6/16/2008,17.5,0,0,5:27:00 AM,5:39:00 AM
184,PE,5212,6/12/2008,26,0,0,9:01:00 AM,9:13:00 AM
22,PE,5215,6/16/2008,24,0,0,8:18:00 AM,8:30:00 AM
176,PE,5239,6/16/2008,19,0,0,5:45:00 AM,5:57:00 AM
183,PE,5251,6/12/2008,26,0,0,8:21:00 AM,8:33:00 AM
177,PE,5262,6/16/2008,19,0,0,6:21:00 AM,6:33:00 AM
182,PE,5277,6/12/2008,25,0,0,7:57:00 AM,8:09:00 AM
186,PE,5278,6/12/2008,33,1,1,9:57:00 AM,10:09:00 AM
185,PE,5279,6/12/2008,29,1,1,9:35:00 AM,9:47:00 AM
181,PE,5292,6/12/2008,22,0,0,7:35:00 AM,7:47:00 AM
178,PE,5296,6/16/2008,23,0,0,7:05:00 AM,7:17:00 AM
187,PE,5306,6/17/2008,19,0,0,5:50:00 AM,6:02:00 AM
179,PE,5358,6/16/2008,22,1,0,7:47:00 AM,7:59:00 AM
55,PE,5371,6/16/2008,18,0,0,5:25:00 AM,5:37:00 AM
18,PE,5373,6/12/2008,27.5,0,0,9:19:00 AM,9:31:00 AM
19,PE,5374,6/12/2008,25.5,0,0,8:51:00 AM,9:03:00 AM
20,PE,5376,6/12/2008,27,1,0,8:22:00 AM,8:34:00 AM
180,PE,5387,6/16/2008,27,1,0,9:02:00 AM,9:14:00 AM
16,PE,5401,6/12/2008,18,0,0,6:42:00 AM,6:54:00 AM
17,PE,5402,6/12/2008,23,0,0,7:45:00 AM,7:57:00 AM
51,PE,5417,6/12/2008,20,0,0,7:52:00 AM,8:04:00 AM
303,PE,5427,6/12/2008,17,0,0,5:37:00 AM,5:49:00 AM
50,PE,5436,6/12/2008,15,0,0,6:08:00 AM,6:20:00 AM
54,PE,5445,6/16/2008,18,0,1,6:40:00 AM,6:52:00 AM
49,PE,5463,6/16/2008,22,0,0,7:40:00 AM,7:52:00 AM
53,PE,5465,6/16/2008,20,0,1,7:10:00 AM,7:22:00 AM
52,PE,5483,6/12/2008,22,0,0,9:54:00 AM,10:06:00 AM
47,PE,5488,6/16/2008,27,0,0,9:47:00 AM,9:59:00 AM
67,PE,5491,6/17/2008,32,0,0,9:03:00 AM,9:15:00 AM
48,PE,5509,6/16/2008,25,0,0,9:01:00 AM,9:13:00 AM
280,PE,5523,6/12/2008,22,0,0,6:29:00 AM,6:41:00 AM
281,PE,5524,6/12/2008,24,0,0,7:37:00 AM,7:49:00 AM
282,PE,5529,6/12/2008,26,0,0,8:30:00 AM,8:42:00 AM
62,PE,5537,6/18/2008,24,1,0,9:45:00 AM,9:57:00 AM
295,PE,5546,6/16/2008,20,0,0,6:54:00 AM,7:06:00 AM
66,PE,5555,6/17/2008,22,0,0,8:10:00 AM,8:22:00 AM
279,PE,5557,6/25/2008,20,0,0,5:32:00 AM,5:44:00 AM
283,PE,5561,6/12/2008,31,0,0,9:55:00 AM,10:07:00 AM
299,PE,5573,6/16/2008,21,0,0,5:52:00 AM,6:04:00 AM
302,PE,5580,6/16/2008,29,0,0,9:28:00 AM,9:40:00 AM
300,PE,5596,6/16/2008,26,0,0,8:12:00 AM,8:24:00 AM
301,PE,5597,6/16/2008,27,0,0,8:57:00 AM,9:09:00 AM
65,PE,5599,6/17/2008,24,0,0,7:03:00 AM,7:15:00 AM
64,PE,5629,6/17/2008,22,0,0,6:21:00 AM,6:33:00 AM
63,PE,5665,6/17/2008,20,0,0,5:46:00 AM,5:58:00 AM
56,PE,5700,6/18/2008,25,0,1,8:53:00 AM,9:05:00 AM
57,PE,5701,6/18/2008,23,0,1,8:15:00 AM,8:27:00 AM
286,PE,5705,6/19/2008,21,0,0,7:00:00 AM,7:12:00 AM
59,PE,5722,6/18/2008,27,0,1,9:42:00 AM,9:54:00 AM
293,PE,5746,6/19/2008,31,0,0,10:08:00 AM,10:20:00 AM
58,PE,5754,6/18/2008,19,0,0,6:09:00 AM,6:21:00 AM
60,PE,5771,6/18/2008,26,0,0,10:56:00 AM,11:08:00 AM
35,GS,5811,6/23/2008,19.5,0,1,6:16:00 AM,6:28:00 AM
291,GS,5824,6/23/2008,25,0,3,7:18:00 AM,7:30:00 AM
289,GS,5825,6/23/2008,23,0,3,6:34:00 AM,6:46:00 AM
290,GS,5826,6/23/2008,24,0,3,6:54:00 AM,7:06:00 AM
198,GS,5837,6/23/2008,36,1,1,10:22:00 AM,10:34:00 AM
34,GS,5847,6/23/2008,30,1,1,8:50:00 AM,9:02:00 AM
38,GS,5848,6/23/2008,31,1,0,9:31:00 AM,9:43:00 AM
294,GS,5858,6/23/2008,22,0,3,6:00:00 AM,6:12:00 AM
288,GS,5873,6/23/2008,22,0,3,5:30:00 AM,5:42:00 AM
292,GS,5876,6/23/2008,30,0,3,8:50:00 AM,9:02:00 AM
46,GS,5879,6/23/2008,22,0,0,6:08:00 AM,6:20:00 AM
45,GS,5881,6/24/2008,20,0,0,5:32:00 AM,5:44:00 AM
200,GS,5883,6/23/2008,29,1,1,8:02:00 AM,8:14:00 AM
36,GS,5887,6/23/2008,23.5,0,1,7:07:00 AM,7:19:00 AM
43,GS,5888,6/23/2008,25,0,0,9:35:00 AM,9:47:00 AM
199,GS,5905,6/23/2008,31,1,1,8:32:00 AM,8:44:00 AM
37,GS,5906,6/23/2008,26.5,1,0,7:48:00 AM,8:00:00 AM
41,GS,5907,6/23/2008,24,0,1,7:30:00 AM,7:42:00 AM
44,GS,5908,6/23/2008,25,0,1,7:00:00 AM,7:12:00 AM
42,GS,5914,6/23/2008,26,0,0,8:00:00 AM,8:12:00 AM
40,GS,5918,6/23/2008,27,0,0,8:50:00 AM,9:02:00 AM
39,GS,5919,6/23/2008,26,0,0,8:27:00 AM,8:39:00 AM
201,GS,5920,6/23/2008,26,1,1,7:10:00 AM,7:22:00 AM
202,GS,5921,6/23/2008,24,1,1,6:44:00 AM,6:56:00 AM
205,GS,5922,6/23/2008,23,1,1,5:32:00 AM,5:44:00 AM
204,GS,5923,6/23/2008,23,0,1,5:51:00 AM,6:03:00 AM
203,GS,5924,6/23/2008,23,1,1,6:15:00 AM,6:27:00 AM
167,,,,,,,,
